Column1,election_year,pc_name,pc_no,type_category,state,winning_candidate,party,electors,votes,turnout,margin,margin_percent
3456,1998,Gopalganj,4,GEN,Bihar ,Abdul Ghafoor,Samata Party,1176915,715380,60.8,68605,9.6
3457,1998,Gorakhpur,38,GEN,Uttar Pradesh ,Adityanath,Bharatiya Janta Party,1246190,638183,51.2,26206,4.1
3458,1998,Gulbarga,2,GEN,Karnataka,Baswaraj Patil Sedam,Bharatiya Janta Party,1274111,751734,59,131798,17.5
3459,1998,Guna,4,GEN,Madhya Pradesh ,Rajmata Vijaya Raje Scindia,Bharatiya Janta Party,1216266,734181,60.4,102998,14
3460,1998,Guntur,15,GEN,Andhra Pradesh,Rayapati Sambasiva Rao,Indian National Congress,1264693,760884,60.2,57347,7.5
3461,1998,Gurdaspur,1,GEN,Punjab,Vinod Khanna,Bharatiya Janta Party,1091312,712706,65.3,106833,15
3462,1998,Gwalior,3,GEN,Madhya Pradesh ,Madhav Rao Scindia,Indian National Congress,1205016,725651,60.2,26279,3.6
3463,1998,Hajipur,8,SC,Bihar ,Ram Vilas Paswan,Janata Dal,1067712,802854,75.2,177561,22.1
3464,1998,Hamirpur,4,SC,Himachal Pradesh,Suresh Chandel,Bharatiya Janta Party,891303,640059,71.8,77909,12.2
3465,1998,Hamirpur,60,GEN,Uttar Pradesh ,Ganga Charan S/o Ram Swaroop,Bharatiya Janta Party,1041426,587089,56.4,18137,3.1
3466,1998,Hanamkonda,38,GEN,Andhra Pradesh,Chada Suresh Reddy,Telugu Desam,1116538,630487,56.5,45491,7.2
3467,1998,Hapur,79,GEN,Uttar Pradesh ,Ramesh Chand Tomar,Bharatiya Janta Party,1529259,774838,50.7,161962,20.9
3468,1998,Hardoi,19,SC,Uttar Pradesh ,Usha Varma,Samajwadi Party,1086533,568582,52.3,15426,2.7
3469,1998,Hardwar,85,SC,Uttar Pradesh ,Harpal Singh Sathi,Bharatiya Janta Party,1170000,720377,61.6,129873,18
3470,1998,Hassan,19,GEN,Karnataka,H D Devegowda,Janata Dal,1172571,864621,73.7,31654,3.7
3471,1998,Hathras,75,SC,Uttar Pradesh ,Kishan Lal Diler,Bharatiya Janta Party,1130805,537999,47.6,142580,26.5
3472,1998,Hazaribagh,48,GEN,Bihar ,Yashwant Sinha,Bharatiya Janta Party,1213735,704206,58,163506,23.2
3473,1998,Hindupur,24,GEN,Andhra Pradesh,S.Gangadhar,Indian National Congress,1152897,671283,58.2,26138,3.9
3474,1998,Hingoli,29,GEN,Maharashtra,Suryakanta Patil,Indian National Congress,1036294,671786,64.8,77666,11.6
3475,1998,Hissar,9,GEN,Haryana,Surender Singh Barwala,Haryana Lok Dal (RASTRIYA),1026332,733865,71.5,80491,11
3476,1998,Hooghly,27,GEN,West Bengal,Rupchand Pal,Communist Party Of India (MARXIST),1137353,943670,83,6116,0.6
3477,1998,Hoshangabad,29,GEN,Madhya Pradesh ,Sartaj Singh,Bharatiya Janta Party,1089201,746475,68.5,68981,9.2
3478,1998,Hoshiarpur,6,GEN,Punjab,Kamal Chaudhury,Bharatiya Janta Party,1080594,596831,55.2,65332,10.9
3479,1998,Howrah,24,GEN,West Bengal,Dr Bikram Sarkar,West Bengal Trinamool Congress,1367313,1027782,75.2,6535,0.6
3480,1998,Hyderabad,30,GEN,Andhra Pradesh,Sultan Salahuddin Owaisi,All India Majlis-E-Ittehadul Muslimoon,1507135,1102649,73.2,71612,6.5
3481,1998,Ichalkaranji,47,GEN,Maharashtra,Awade Kallappa Baburao,Indian National Congress,1099466,732536,66.6,12194,1.7
3482,1998,Idukki,14,GEN,Kerala,P.C.Chacko,Indian National Congress,1053290,719111,68.3,6350,0.9
3483,1998,Indore,37,GEN,Madhya Pradesh ,Sumitra Mahajan,Bharatiya Janta Party,1423528,855802,60.1,49852,5.8
3484,1998,Inner Manipur,1,GEN,Manipur,Thounaojam Chaoba Singh,Manipur State Congress Party,640500,436131,68.1,16187,3.7
3485,1998,Jabalpur,25,GEN,Madhya Pradesh ,Dada Baburao Paranjpe,Bharatiya Janta Party,1194689,652151,54.6,84115,12.9
3486,1998,Jadavpur,18,GEN,West Bengal,Krishna Bose,West Bengal Trinamool Congress,1379055,1067448,77.4,78201,7.3
3487,1998,Jagatsinghpur,7,SC,Orissa,Ranjib Biswal,Indian National Congress,1183473,759243,64.2,19929,2.6
3488,1998,Jahanabad,41,GEN,Bihar ,Surendra Prasad Yadav,Rashtriya Janata Dal,1096143,848510,77.4,58907,6.9
3489,1998,Jaipur,6,GEN,Rajasthan,Girdhari Lal Bhargava,Bharatiya Janta Party,1622629,799930,49.3,138971,17.4
3490,1998,Jajpur,4,ST,Orissa,Rama Chandra Mallick,Indian National Congress,1138819,626155,55,91864,14.7
3491,1998,Jalaun,62,SC,Uttar Pradesh ,Bhanu Pratap Singh,Bharatiya Janta Party,1153989,615288,53.3,45640,7.4
3492,1998,Jalesar,70,GEN,Uttar Pradesh ,Professor. S.P. Singh Baghel,Samajwadi Party,1108249,681911,61.5,2734,0.4
3493,1998,Jalgaon,17,GEN,Maharashtra,Dr.Ulhas Vasudeo Patil,Indian National Congress,1087623,637925,58.7,56814,8.9
3494,1998,Jalna,32,GEN,Maharashtra,Pawar Uttamsinh Rajdharsinh,Bharatiya Janta Party,1094048,646550,59.1,1808,0.3
3495,1998,Jalore,22,GEN,Rajasthan,Buta Singh,Independent,1222674,687949,56.3,166085,24.1
3496,1998,Jalpaiguri,3,SC,West Bengal,Minati Sen,Communist Party Of India (MARXIST),1085257,887722,81.8,174975,19.7
3497,1998,Jammu,6,GEN,Jammu & Kashmir,Vaid Vishno Dutt,Bharatiya Janta Party,1442853,789529,54.7,127901,16.2
3498,1998,Jamnagar,3,GEN,Gujarat,Koradia Chandreshbhai Valjibhai (CHANDRESH PATEL),Bharatiya Janta Party,926820,493374,53.2,60119,12.2
3499,1998,Jamshedpur,50,GEN,Bihar ,Abha Mahato,Bharatiya Janta Party,1160562,724308,62.4,97433,13.5
3500,1998,Jangipur,8,GEN,West Bengal,Abul Hasnat Khan,Communist Party Of India (MARXIST),1071189,840406,78.5,72501,8.6
3501,1998,Janjgir,14,GEN,Madhya Pradesh ,Charandas Mahant,Indian National Congress,1170919,729788,62.3,44586,6.1
3502,1998,Jaunpur,48,GEN,Uttar Pradesh ,Paras Nath Yadav,Samajwadi Party,1263162,708565,56.1,13426,1.9
3503,1998,Jhabua,39,ST,Madhya Pradesh ,Kantilal Bhuriya,Indian National Congress,1069543,602636,56.4,82373,13.7
3504,1998,Jhalawar,15,GEN,Rajasthan,Vasundhara Raje,Bharatiya Janta Party,1033593,643983,62.3,63567,9.9
3505,1998,Jhanjharpur,14,GEN,Bihar ,Surendra Prasad Yadav,Rashtriya Janata Dal,1053245,705635,67,37268,5.3
3506,1998,Jhansi,61,GEN,Uttar Pradesh ,Rajendra Agnihotri,Bharatiya Janta Party,1298180,782854,60.3,50368,6.4
3507,1998,Jhargram,33,ST,West Bengal,Murmu Rupchand,Communist Party Of India (MARXIST),971208,821526,84.6,287188,35
3508,1998,Jhunjhunu,4,GEN,Rajasthan,Sisram Ola,All India Indira Congress (SECULAR),1153561,773794,67.1,37859,4.9
3509,1998,Jodhpur,24,GEN,Rajasthan,Ashok Gahlot,Indian National Congress,1313063,772855,58.9,5444,0.7
3510,1998,Jorhat,12,GEN,Assam,Bijoy Krishna Handique,Indian National Congress,1003081,346461,34.5,162009,46.8
3511,1998,Joynagar,15,GEN,West Bengal,Sanat Kumar Mandal,Revolutionary Socialist Party,1100779,858356,78,176061,20.5
3512,1998,Jullundur,4,SC,Punjab,Inder Kumar Gujral,Janata Dal,1112633,650836,58.5,131016,20.1
3513,1998,Junagadh,6,GEN,Gujarat,Chikhaliya Bhavanaben Devrajbhai,Bharatiya Janta Party,1058322,622755,58.8,90311,14.5
3514,1998,Kaira,19,ST,Gujarat,Dinsha Patel,Indian National Congress,1036850,650649,62.8,40215,6.2
3515,1998,Kairana,83,GEN,Uttar Pradesh ,Virendra Verma,Bharatiya Janta Party,1091741,725265,66.4,62175,8.6
3516,1998,Kaiserganj,30,GEN,Uttar Pradesh ,Beni Prasad Verma,Samajwadi Party,1109345,679338,61.2,24971,3.7
3517,1998,Kakinada,7,GEN,Andhra Pradesh,Krishnamraju U.V.,Bharatiya Janta Party,1159644,815242,70.3,67799,8.3
3518,1998,Kalahandi,14,GEN,Orissa,Bikram Keshari Deo,Bharatiya Janta Party,1016062,621213,61.1,119914,19.3
3519,1998,Kaliabor,11,GEN,Assam,Tarun Gogoi,Indian National Congress,1110399,664635,59.9,232335,35
3520,1998,Kanakapura,11,GEN,Karnataka,M.Srinivas,Bharatiya Janta Party,1921886,1228049,63.9,16441,1.3
3521,1998,Kanara,22,SC,Karnataka,Anant Kumar,Bharatiya Janta Party,1086420,730812,67.3,87047,11.9
3522,1998,Kangra,3,GEN,Himachal Pradesh,Shanta Kumar,Bharatiya Janta Party,896183,642612,71.7,59235,9.2
3523,1998,Kanker,19,ST,Madhya Pradesh ,Sohan Potai,Bharatiya Janta Party,999132,608280,60.9,54370,8.9
3524,1998,Kannauj,67,GEN,Uttar Pradesh ,Pradeep Kumar Yadav,Samajwadi Party,1155629,706324,61.1,42504,6
3525,1998,Kanpur,65,GEN,Uttar Pradesh ,Jagat Veer Singh Dron,Bharatiya Janta Party,1401922,687998,49.1,136009,19.8
3526,1998,Kapadvanj,16,GEN,Gujarat,Chauhan Jaysinhji Manshingji,Bharatiya Janta Party,1103937,711794,64.5,51294,7.2
3527,1998,Karad,45,GEN,Maharashtra,Chavan Prithviraj Dajisaheb,Indian National Congress,1026239,656187,63.9,172907,26.4
3528,1998,Karimganj,1,SC,Assam,Nepal Chandra Das,Indian National Congress,942749,746525,79.2,10468,1.4
3529,1998,Karimnagar,37,GEN,Andhra Pradesh,Chennamaneni Vidyasagar Rao,Bharatiya Janta Party,1248019,784303,62.8,95997,12.2
3530,1998,Karnal,3,SC,Haryana,Bhajan Lal,Indian National Congress,1137817,806138,70.9,52061,6.5
3531,1998,Karol Bagh,7,GEN,Delhi ,Meira Kumar,Indian National Congress,553436,301788,54.5,4826,1.6
3532,1998,Karur,26,GEN,Tamil Nadu,Thambi Durai.M,All India Anna Dravida Munnetra Kazhagam,1130361,676450,59.8,43673,6.5
3533,1998,Kasaragod,1,GEN,Kerala,T. Govindan,Communist Party Of India (MARXIST),1141067,871934,76.4,48240,5.5
3534,1998,Katihar,25,GEN,Bihar ,Tariq Anawar,Indian National Congress,1038547,715223,68.9,20437,2.9
3535,1998,Katwa,40,GEN,West Bengal,Zahedi Mahboob,Communist Party Of India (MARXIST),1156542,965238,83.5,138707,14.4
3536,1998,Kendrapara,5,ST,Orissa,Prabhat Kumar Samantaray,Biju Janata Dal,1099066,658175,59.9,7825,1.2
3537,1998,Keonjhar,21,ST,Orissa,Upendranath Nayak,Bharatiya Janta Party,1056441,659477,62.4,86275,13.1
3538,1998,Khagaria,31,GEN,Bihar ,Shakuni Choudhury,Samata Party,1044743,754620,72.2,83187,11
3539,1998,Khajuraho,6,GEN,Madhya Pradesh ,Uma Bharti,Bharatiya Janta Party,1302697,831222,63.8,103847,12.5
3540,1998,Khalilabad,36,GEN,Uttar Pradesh ,Indrajeet Mishra,Bharatiya Janta Party,1205516,648340,53.8,2100,0.3
3541,1998,Khammam,40,GEN,Andhra Pradesh,Nadendla Bhaskar Rao,Indian National Congress,1228959,917369,74.7,11664,1.3
3542,1998,Khandwa,34,GEN,Madhya Pradesh ,Nandkumar Singh Chouhan (NANDU BHAIYA),Bharatiya Janta Party,1050679,659265,62.8,44520,6.8
3543,1998,Khargone,35,GEN,Madhya Pradesh ,Rameshwar Patidar,Bharatiya Janta Party,1071528,659552,61.6,20679,3.1
3544,1998,Khed,41,SC,Maharashtra,Mohol Ashok Namdeorao,Indian National Congress,1059209,629904,59.5,101430,16.1
3545,1998,Kheri,15,GEN,Uttar Pradesh ,Ravi Prakash Verma,Samajwadi Party,1233463,645790,52.4,57881,9
3546,1998,Khunti,52,ST,Bihar ,Kariya Munda,Bharatiya Janta Party,833558,476050,57.1,39949,8.4
3547,1998,Khurja,77,SC,Uttar Pradesh ,Ashok Kumar Pradhan,Bharatiya Janta Party,1257489,579644,46.1,229399,39.6
3548,1998,Kishanganj,23,GEN,Bihar ,Taslim Uddin,Rashtriya Janata Dal,1129066,739665,65.5,6488,0.9
3549,1998,Kodarma,45,GEN,Bihar ,Ritlal Prasad Verma,Bharatiya Janta Party,1139228,680671,59.8,97911,14.4
3550,1998,Kokrajhar,5,ST,Assam,Sansuma Khunggur Bwiswmuthiary,Independent,1169792,786072,67.2,41432,5.3
3551,1998,Kolaba,3,GEN,Maharashtra,Ramsheth Thakur,Peasants And Workers Party Of India,1120507,721677,64.4,9126,1.3
3552,1998,Kolar,10,GEN,Karnataka,K.H.Muniyappa,Indian National Congress,1080364,780806,72.3,77972,10
3553,1998,Kolhapur,48,GEN,Maharashtra,Mandlik Sadashiv Rao Dadoba,Indian National Congress,1041201,720381,69.2,61598,8.6
3554,1998,Kopargaon,40,GEN,Maharashtra,Tanpure Prasad Baburao,Indian National Congress,935133,606478,64.9,79240,13.1
3555,1998,Koppal,4,SC,Karnataka,H.G.Ramulu,Indian National Congress,1212089,726342,59.9,83122,11.4
3556,1998,Koraput,12,ST,Orissa,Giridhar Gamang,Indian National Congress,1084705,513511,47.3,81516,15.9
3557,1998,Kota,14,GEN,Rajasthan,Ram Narain Meena,Indian National Congress,1159032,744645,64.3,17428,2.3
3558,1998,Kottayam,13,GEN,Kerala,Suresh Kurup,Communist Party Of India (MARXIST),982587,719864,73.3,5446,0.8
3559,1998,Krishnagar,11,GEN,West Bengal,Ajoy Mukhopadhyay,Communist Party Of India (MARXIST),1068080,897928,84.1,40672,4.5
3560,1998,Krishnagiri,14,GEN,Tamil Nadu,Munusamy K.P.,All India Anna Dravida Munnetra Kazhagam,1115876,648144,58.1,49349,7.6
3561,1998,Kurnool,26,GEN,Andhra Pradesh,Kotla Vijaya Bhaskara Reddy,Indian National Congress,1137417,766572,67.4,12836,1.7
3562,1998,Kurukshetra,2,GEN,Haryana,Kailasho Devi,Haryana Lok Dal (RASTRIYA),1089508,773841,71,141520,18.3
3563,1998,Kutch,1,SC,Gujarat,Gadhvi Pushpadan Shambhudan,Bharatiya Janta Party,827837,483208,58.4,61025,12.6
3564,1998,Ladakh,4,GEN,Jammu & Kashmir,Syed Hussain,Jammu & Kashmir National Conference,143492,105265,73.4,30557,29
3565,1998,Lakhimpur,14,GEN,Assam,Ranee Narah,Indian National Congress,1057801,705158,66.7,120782,17.1
3566,1998,Lakshadweep,1,ST,Lakshadweep,P.M. Sayeed,Indian National Congress,36738,31264,85.1,964,3.1
3567,1998,Lalganj,46,SC,Uttar Pradesh ,Daroga Prasad Saroj,Samajwadi Party,1306839,707276,54.1,16996,2.4
3568,1998,Latur,35,GEN,Maharashtra,Patil Shivraj Vishwanath,Indian National Congress,1060340,723116,68.2,3327,0.5
3569,1998,Lohardaga,53,ST,Bihar ,Indra Nath Bhagat,Indian National Congress,938513,524858,55.9,19397,3.7
3570,1998,Lucknow,20,GEN,Uttar Pradesh ,Atal Bihari Vajpayee,Bharatiya Janta Party,1512907,753528,49.8,216263,28.7
3571,1998,Ludhiana,9,SC,Punjab,Amrik Singh Aliwal,Shiromani Akali Dal,1416557,753990,53.2,9212,1.2
3572,1998,Machhlishahr,47,GEN,Uttar Pradesh ,Chinmayanand,Bharatiya Janta Party,1251473,698408,55.8,41534,5.9
3573,1998,Machilipatnam,12,GEN,Andhra Pradesh,Kavuru Sambasiva Rao,Indian National Congress,993538,700195,70.5,81092,11.6
3574,1998,Madhepura,21,GEN,Bihar ,Lalu Prasad,Rashtriya Janata Dal,997175,644414,64.6,51983,8.1
3575,1998,Madhubani,13,GEN,Bihar ,Dr.Shakeel Ahmad,Indian National Congress,1102007,727952,66.1,16485,2.3
3576,1998,Madras Central,2,GEN,Tamil Nadu,Murasoli Maran,Dravida Munetra Kazhagam,1206719,597280,49.5,71727,12
3577,1998,Madras North,1,SC,Tamil Nadu,Kuppusami C,Dravida Munetra Kazhagam,1880857,876109,46.6,69093,7.9
3578,1998,Madras South,3,GEN,Tamil Nadu,Baalu T.R.,Dravida Munetra Kazhagam,1936771,917040,47.4,20014,2.2
3579,1998,Madurai,24,GEN,Tamil Nadu,Subramanian Swamy,Janta Party,1349265,676204,50.1,20897,3.1
3580,1998,Mahabubnagar,29,GEN,Andhra Pradesh,S.Jaipal Reddy,Janata Dal,1231361,761072,61.8,22641,3
3581,1998,Maharajganj,6,GEN,Bihar ,Prabhunath Singh,Samata Party,982307,672280,68.4,205553,30.6
3582,1998,Maharajganj,39,GEN,Uttar Pradesh ,Pankaj Choudhari,Bharatiya Janta Party,1102118,658727,59.8,26940,4.1
3583,1998,Mahasamund,18,GEN,Madhya Pradesh ,Chandrashekhar Sahu (CHAMPU),Bharatiya Janta Party,1034321,683110,66,47732,7
3584,1998,Mahendragarh,7,GEN,Haryana,Inderjit Singh,Indian National Congress,1225797,803923,65.6,68136,8.5
3585,1998,Mainpuri,69,GEN,Uttar Pradesh ,Balram Singh Yadav,Samajwadi Party,1092406,648244,59.3,10366,1.6
3586,1998,Malda,7,GEN,West Bengal,Abul Barkat Ataul Ghani Khan Choudhury,Indian National Congress,1030986,846069,82.1,49082,5.8
3587,1998,Malegaon,13,GEN,Maharashtra,Kahandole Zamaru Mangalu,Indian National Congress,1072090,515597,48.1,61196,11.9
3588,1998,Mandi,2,GEN,Himachal Pradesh,Maheshwar Singh,Bharatiya Janta Party,931708,490660,52.7,131832,26.9
3589,1998,Mandla,24,ST,Madhya Pradesh ,Faggan Singh Kulaste,Bharatiya Janta Party,964951,587431,60.9,13512,2.3
3590,1998,Mandsaur,40,GEN,Madhya Pradesh ,Dr. Laxminarayan Pandey,Bharatiya Janta Party,1168925,848305,72.6,17702,2.1
3591,1998,Mandvi,25,GEN,Gujarat,Gamit Chhitubhai Devjibhai,Indian National Congress,1042988,659311,63.2,16486,2.5
3592,1998,Mandya,14,GEN,Karnataka,Ambareesh,Janata Dal,1067217,794821,74.5,180523,22.7
3593,1998,Mangaldoi,8,GEN,Assam,Madhab Rajbangshi,Indian National Congress,1178102,705749,59.9,130577,18.5
3594,1998,Mangalore,17,GEN,Karnataka,V.Dhananjaya Kumar,Bharatiya Janta Party,971958,715912,73.7,6907,1
3595,1998,Manjeri,5,GEN,Kerala,E. Ahamed,Muslim League Kerala State Committee,1174799,813036,69.2,106009,13
3596,1998,Mathura,74,GEN,Uttar Pradesh ,Tejveer,Bharatiya Janta Party,1175879,631582,53.7,190030,30.1
3597,1998,Mathurapur,16,GEN,West Bengal,Radhika Ranjan Pramanik,Communist Party Of India (MARXIST),1061625,860017,81,101876,11.8
3598,1998,Mavelikara,16,SC,Kerala,Prof. P.J. Kurien,Indian National Congress,893600,625038,70,1261,0.2
3599,1998,Mayiladuturai,29,SC,Tamil Nadu,"Krishnamoorthy, K.",Tamil Maanila Congress (MOOPANAR),990666,643606,65,42456,6.6
3600,1998,Mayurbhanj,1,GEN,Orissa,Salkhan Murmu,Bharatiya Janta Party,928074,605559,65.3,74319,12.3
3601,1998,Medak,33,GEN,Andhra Pradesh,M.Baga Reddy,Indian National Congress,1221385,803484,65.8,16480,2.1
3602,1998,Meerut,80,GEN,Uttar Pradesh ,Amar Pal Singh,Bharatiya Janta Party,1263086,762363,60.4,48805,6.4
3603,1998,Mehsana,12,GEN,Gujarat,Dr. A.K.Patel,Bharatiya Janta Party,1080869,772492,71.5,125334,16.2
3604,1998,Midnapore,32,GEN,West Bengal,Indrajit Gupta,Communist Party Of India,1081863,874531,80.8,275519,31.5
3605,1998,Miryalguda,42,GEN,Andhra Pradesh,Baddam Narsimha Reddy,Indian National Congress,1227647,869759,70.9,14498,1.7
3606,1998,Mirzapur,54,GEN,Uttar Pradesh ,Virendra Singh,Bharatiya Janta Party,1339838,865268,64.6,52777,6.1
3607,1998,Misrikh,18,SC,Uttar Pradesh ,Ram Shanker,Bahujan Samaj Party,1086906,617269,56.8,1495,0.2
3608,1998,Mizoram,1,ST,Mizoram,Dr. H. Lallungmuana,Independent,442457,307767,69.6,41,0
3609,1998,Mohanlalganj,21,SC,Uttar Pradesh ,Reena Chaudhary,Samajwadi Party,1129438,594616,52.7,11164,1.9
3610,1998,Monghyr,32,GEN,Bihar ,"Bijoy Kumar ""bijoy""",Rashtriya Janata Dal,1147447,784083,68.3,4065,0.5
3611,1998,Moradabad,7,GEN,Uttar Pradesh ,Dr. Shafiqur Rahman Barq,Samajwadi Party,1145086,738542,64.5,36481,4.9
3612,1998,Morena,1,SC,Madhya Pradesh ,Ashok Chhabiram,Bharatiya Janta Party,1241633,647386,52.1,68121,10.5
3613,1998,Mormugao,2,GEN,Goa,Sardinha Francisco Caetano,Indian National Congress,485339,294509,60.7,7850,2.7
3614,1998,Motihari,3,GEN,Bihar ,Rama Devi,Rashtriya Janata Dal,1112139,671416,60.4,88074,13.1
3615,1998,Mukundapuram,10,GEN,Kerala,A.C. Jose,Indian National Congress,1034337,752317,72.7,8949,1.2
3616,1998,Mumbai North,9,SC,Maharashtra,Ram Naik,Bharatiya Janta Party,2179254,1031198,47.3,75017,7.3
3617,1998,Mumbai North Central,6,GEN,Maharashtra,Ramdas Athawale,Republican Party Of India,1124726,569116,50.6,25232,4.4
3618,1998,Mumbai North East,7,SC,Maharashtra,Gurudas Kamat,Indian National Congress,1942261,1038423,53.5,47452,4.6
3619,1998,Mumbai North West,8,GEN,Maharashtra,Madhukar Sirpotdar,Shiv Sena,1524258,787764,51.7,19235,2.4
3620,1998,Mumbai South,4,GEN,Maharashtra,Deora Murli,Indian National Congress,709425,343299,48.4,21065,6.1
3621,1998,Mumbai South Central,5,GEN,Maharashtra,Mohan Vishnu Rawale,Shiv Sena,801740,402149,50.2,153,0
3622,1998,Murshidabad,9,GEN,West Bengal,Moinul Hassan,Communist Party Of India (MARXIST),1154100,939684,81.4,190466,20.3
3623,1998,Muvattupuzha,12,GEN,Kerala,Adv. P.C. Thomas,Kerala Congress(M),998846,660851,66.2,113809,17.2
3624,1998,Muzaffarnagar,82,GEN,Uttar Pradesh ,Sohanveer Singh,Bharatiya Janta Party,1205588,712577,59.1,22724,3.2
3625,1998,Muzaffarpur,10,GEN,Bihar ,Captain Jai Na. Pd. Nishad,Rashtriya Janata Dal,1061584,758135,71.4,21923,2.9
3626,1998,Mysore,16,GEN,Karnataka,C.H.Vijayashankar,Bharatiya Janta Party,1240108,858402,69.2,103024,12
3627,1998,Nabadwip,12,GEN,West Bengal,Asim Bala,Communist Party Of India (MARXIST),1298438,1089650,83.9,41154,3.8
3628,1998,Nagaland,1,ST,Nagaland,K. Asungba Sangtam,Indian National Congress,926569,420714,45.4,291438,69.3
3629,1998,Nagapattinam,30,GEN,Tamil Nadu,"Selvarasu, M.",Communist Party Of India,1021037,661129,64.8,131303,19.9
3630,1998,Nagarkurnool,28,SC,Andhra Pradesh,Dr.Mallu Ravi,Indian National Congress,1187292,784503,66.1,19675,2.5
3631,1998,Nagaur,25,GEN,Rajasthan,Ramraghunath,Indian National Congress,1180477,742298,62.9,106399,14.3
3632,1998,Nagercoil,39,GEN,Tamil Nadu,"Dennis, N.",Tamil Maanila Congress (MOOPANAR),1028393,599800,58.3,29185,4.9
3633,1998,Nagpur,23,GEN,Maharashtra,Vilas Muttemwar,Indian National Congress,1523437,853523,56,163282,19.1
3634,1998,Nainital,4,GEN,Uttar Pradesh ,Ila Pant,Bharatiya Janta Party,1347246,768446,57,15577,2
3635,1998,Nalanda,34,GEN,Bihar ,George Fernandes,Samata Party,1178070,894028,75.9,115670,12.9
3636,1998,Nalgonda,41,GEN,Andhra Pradesh,Suravaram Sudhakar Reddy,Communist Party Of India,1395535,910685,65.3,24455,2.7
3637,1998,Nanded,30,GEN,Maharashtra,Patil Bhaskarrao Bapurao,Indian National Congress,1179482,720358,61.1,47287,6.6
3638,1998,Nandurbar,15,GEN,Maharashtra,Gavit Manikrao Hodlya,Indian National Congress,1072592,583260,54.4,65711,11.3
3639,1998,Nandyal,27,GEN,Andhra Pradesh,Bhuma Nagi Reddy,Telugu Desam,1102794,712047,64.6,4650,0.7
3640,1998,Narasapur,10,GEN,Andhra Pradesh,Kanumuru Bapi Raju,Indian National Congress,1012477,735245,72.6,47970,6.5
3641,1998,Narasaraopet,17,GEN,Andhra Pradesh,Konijeti Rosaiah,Indian National Congress,1255993,758061,60.4,47819,6.3
3642,1998,Nashik,12,ST,Maharashtra,Patil Madhav Balwant,Indian National Congress,1311540,677395,51.7,102392,15.1
3643,1998,Nawada,42,SC,Bihar ,Malti Devi,Rashtriya Janata Dal,1172729,877588,74.8,14384,1.6
3644,1998,Nellore,19,SC,Andhra Pradesh,Panabaka Lakshmi,Indian National Congress,1166301,752917,64.6,46527,6.2
3645,1998,New Delhi,1,GEN,Delhi ,Jagmohan,Bharatiya Janta Party,517319,259721,50.2,32647,12.6
3646,1998,Nilgiris,18,GEN,Tamil Nadu,Mathan M. Alias Master Mathan M.,Bharatiya Janta Party,1294110,718202,55.5,60385,8.4
3647,1998,Nizamabad,34,GEN,Andhra Pradesh,Gangareddy Gaddam,Telugu Desam,1136178,745538,65.6,32756,4.4
3648,1998,Nowgong,10,GEN,Assam,Nripen Goswami,Indian National Congress,1113124,661448,59.4,37784,5.7
3649,1998,Nowrangpur,13,GEN,Orissa,Khagapati Pradhani,Indian National Congress,1049764,586689,55.9,73935,12.6
3650,1998,Ongole,18,GEN,Andhra Pradesh,Magunta Sreenivasulu Reddy,Indian National Congress,1179290,745553,63.2,20866,2.8
3651,1998,Osmanabad,36,GEN,Maharashtra,Arvind Tulshiram Kamble,Indian National Congress,929013,547336,58.9,47018,8.6
3652,1998,Ottapalam,8,GEN,Kerala,S. Ajayakumar,Communist Party Of India (MARXIST),1052499,721960,68.6,19800,2.7
3653,1998,Outer Delhi,3,GEN,Delhi ,Krishan Lal Sharma,Bharatiya Janta Party,2926563,1433303,49,98350,6.9
3654,1998,Outer Manipur,2,ST,Manipur,Kim Gangte,Communist Party Of India,689709,319829,46.4,2469,0.8
3655,1998,Padrauna,40,GEN,Uttar Pradesh ,Ram Nagina Mishra,Bharatiya Janta Party,1188664,679662,57.2,50775,7.5
3656,1998,Palamau,54,SC,Bihar ,Braj Mohan Ram,Bharatiya Janta Party,1079582,603591,55.9,80827,13.4
3657,1998,Palani,22,GEN,Tamil Nadu,Ganeshamurthi A.,Marumalarchi Dravida Munnetra Kazhagam,1117611,626656,56.1,27437,4.4
3658,1998,Palghat,7,GEN,Kerala,N.N. Krishnadas,Communist Party Of India (MARXIST),1076444,745183,69.2,25022,3.4
3659,1998,Pali,21,GEN,Rajasthan,Mitha Lal Jain,Indian National Congress,1030601,569948,55.3,27436,4.8
3660,1998,Panaji,1,GEN,Goa,Ravi Sitaram Naik,Indian National Congress,395407,244155,61.8,417,0.2
3661,1998,Pandharpur,38,SC,Maharashtra,Thorat Sandipan Bhagwan,Indian National Congress,1093414,587626,53.7,97432,16.6
3662,1998,Panskura,29,SC,West Bengal,Geeta Mukherjee,Communist Party Of India,966739,831273,86,179543,21.6
3663,1998,Parbhani,31,GEN,Maharashtra,Warpudkar Sureshrao Ambadasrao,Indian National Congress,1044093,623758,59.7,45493,7.3
3664,1998,Parvathipuram,2,ST,Andhra Pradesh,Vijaya Ramaraju Setrucharla,Telugu Desam,911746,604975,66.4,23277,3.8
3665,1998,Patan,13,GEN,Gujarat,Kanodiya Maheshkumar Mithabhai,Bharatiya Janta Party,976716,658110,67.4,129519,19.7
3666,1998,Patiala,8,SC,Punjab,Prem Singh Chandumajra,Shiromani Akali Dal,1313159,816611,62.2,33251,4.1
