Column1,election_year,pc_name,pc_no,type_category,state,winning_candidate,party,electors,votes,turnout,margin,margin_percent
1866,1989,Jaipur,6,GEN,Rajasthan,Girdhari Lal Bhargava,Bharatiya Janta Party,1231644,724028,58.8,84487,11.7
1867,1989,Jajpur,4,ST,Orissa,Anadi Charan Das,Janata Dal,932961,633774,67.9,79332,12.5
1868,1989,Jalaun,62,SC,Uttar Pradesh ,Ram Sewak Bhatiya,Janata Dal,929045,516013,55.5,24516,4.8
1869,1989,Jalesar,70,GEN,Uttar Pradesh ,Ch. Multan Signh,Janata Dal,870530,416356,47.8,97896,23.5
1870,1989,Jalgaon,17,GEN,Maharashtra,Mahajan Yadav Shivram,Indian National Congress,945499,620760,65.7,5436,0.9
1871,1989,Jalna,32,GEN,Maharashtra,Pundlik Hari Danwe,Bharatiya Janta Party,990208,603000,60.9,61965,10.3
1872,1989,Jalore,22,GEN,Rajasthan,Kailash Meghwal,Bharatiya Janta Party,1076975,599107,55.6,53405,8.9
1873,1989,Jalpaiguri,3,SC,West Bengal,Manik Sanyal,Communist Party Of India (MARXIST),935447,743650,79.5,112128,15.1
1874,1989,Jammu,6,GEN,Jammu & Kashmir,Janak Rai Gupta,Indian National Congress,1026600,584078,56.9,21695,3.7
1875,1989,Jamnagar,3,GEN,Gujarat,Koradiya Chandresh Kumar Valjibhai (Chandresh Patel),Bharatiya Janta Party,819518,364717,44.5,45574,12.5
1876,1989,Jamshedpur,50,GEN,Bihar ,Shailendra Mahto,Jharkhand Mukti Morcha,953395,531840,55.8,8884,1.7
1877,1989,Jangipur,8,GEN,West Bengal,Abedin Zainal,Communist Party Of India (MARXIST),932369,732851,78.6,39181,5.3
1878,1989,Janjgir,14,GEN,Madhya Pradesh ,Dalip Singh Judeo,Bharatiya Janta Party,965293,575678,59.6,98893,17.2
1879,1989,Jaunpur,48,GEN,Uttar Pradesh ,Raja Yadvendra Dutta,Bharatiya Janta Party,985506,485676,49.3,19290,4
1880,1989,Jhabua,39,ST,Madhya Pradesh ,Dileepsingh Bhuria,Indian National Congress,876800,437814,49.9,116957,26.7
1881,1989,Jhalawar,15,GEN,Rajasthan,Vasundhara Rajey,Bharatiya Janta Party,890749,514336,57.7,146541,28.5
1882,1989,Jhanjharpur,14,GEN,Bihar ,Devandra Prassad Yadav,Janata Dal,958736,539539,56.3,159336,29.5
1883,1989,Jhansi,61,GEN,Uttar Pradesh ,Rajendra Agnihotri,Bharatiya Janta Party,1045429,605281,57.9,103198,17
1884,1989,Jhargram,33,ST,West Bengal,Matilal Hansda,Communist Party Of India (MARXIST),877223,711333,81.1,230898,32.5
1885,1989,Jhunjhunu,4,GEN,Rajasthan,Jagdeep Jhankar,Janata Dal,1125512,730259,64.9,161981,22.2
1886,1989,Jodhpur,24,GEN,Rajasthan,Jaswant Singh S/o Sardar Singh,Bharatiya Janta Party,1087557,602362,55.4,66246,11
1887,1989,Jorhat,12,GEN,Assam,Data Not Available,-,0,0,0,0,0
1888,1989,Joynagar,15,GEN,West Bengal,Sanat Kumar Mandal,Revolutionary Socialist Party,932168,758242,81.3,63807,8.4
1889,1989,Jullundur,4,SC,Punjab,I.K.Gujral,Janata Dal,937892,554482,59.1,80358,14.5
1890,1989,Junagadh,6,GEN,Gujarat,Shekhada Govindhhal Kanjibhai,Janata Dal,915517,460709,50.3,108027,23.4
1891,1989,Kaira,19,ST,Gujarat,Chauhan Prabhatsinh Hathisinh,Janata Dal,922544,569684,61.8,109203,19.2
1892,1989,Kairana,83,GEN,Uttar Pradesh ,Har Pal,Janata Dal,880593,533764,60.6,121829,22.8
1893,1989,Kaiserganj,30,GEN,Uttar Pradesh ,Rudra Sen Chaudhary,Bharatiya Janta Party,866061,416083,48,3827,0.9
1894,1989,Kakinada,7,GEN,Andhra Pradesh,Mallipudi Mangapathi Pallamraju,Indian National Congress,979213,724677,74,82983,11.5
1895,1989,Kalahandi,14,GEN,Orissa,Bahkta Charan Das,Janata Dal,840712,476306,56.7,51952,10.9
1896,1989,Kaliabor,11,GEN,Assam,Data Not Available,-,0,0,0,0,0
1897,1989,Kanakapura,11,GEN,Karnataka,M.V.Chandrashekhara Murthy,Indian National Congress,1355284,923505,68.1,255221,27.6
1898,1989,Kanara,22,SC,Karnataka,Devaray Naik G,Indian National Congress,970866,668957,68.9,31568,4.7
1899,1989,Kangra,3,GEN,Himachal Pradesh,Shanta Kumar,Bharatiya Janta Party,737973,513513,69.6,59204,11.5
1900,1989,Kanker,19,ST,Madhya Pradesh ,Arvind Netam,Indian National Congress,850767,450405,52.9,45816,10.2
1901,1989,Kannauj,67,GEN,Uttar Pradesh ,Chhotey Singh Yadav,Janata Dal,942420,543259,57.7,53833,9.9
1902,1989,Kanpur,65,GEN,Uttar Pradesh ,Subhashini Ali,Communist Party Of India (MARXIST),1047192,441255,42.1,56587,12.8
1903,1989,Kapadvanj,16,GEN,Gujarat,Gabhaji Mangaji Thakor,Bharatiya Janta Party,946333,520120,55,156841,30.2
1904,1989,Karad,45,GEN,Maharashtra,Chavan Premalabai Dajisaheb,Indian National Congress,948262,578593,61,193165,33.4
1905,1989,Karimganj,1,SC,Assam,Data Not Available,-,0,0,0,0,0
1906,1989,Karimnagar,37,GEN,Andhra Pradesh,Chokka Rao Juvvadi,Indian National Congress,1075755,669734,62.3,35192,5.3
1907,1989,Karnal,3,SC,Haryana,Chiranjit Lal,Indian National Congress,946620,606237,64,8673,1.4
1908,1989,Karol Bagh,7,GEN,Delhi ,Kalka Dass,Bharatiya Janta Party,481032,289278,60.1,6969,2.4
1909,1989,Karur,26,GEN,Tamil Nadu,"Thambithurai, M.",All India Anna Dravida Munnetra Kazhagam,1050778,748242,71.2,238751,31.9
1910,1989,Kasaragod,1,GEN,Kerala,M. Rammana Rai,Communist Party Of India (MARXIST),1010280,802722,79.5,1546,0.2
1911,1989,Katihar,25,GEN,Bihar ,Yuvarj,Janata Dal,855079,630832,73.8,103178,16.4
1912,1989,Katwa,40,GEN,West Bengal,Saifuddin Chaudhury,Communist Party Of India (MARXIST),969983,811642,83.7,109109,13.4
1913,1989,Kendrapara,5,ST,Orissa,Rabi Ray,Janata Dal,910798,627566,68.9,96791,15.4
1914,1989,Keonjhar,21,ST,Orissa,Govind Chandra Munda,Janata Dal,905556,474770,52.4,126532,26.7
1915,1989,Khagaria,31,GEN,Bihar ,Ram Sharan Yadav,Janata Dal,946945,593189,62.6,136522,23
1916,1989,Khajuraho,6,GEN,Madhya Pradesh ,Umabharti,Bharatiya Janta Party,1061784,628167,59.2,193345,30.8
1917,1989,Khalilabad,36,GEN,Uttar Pradesh ,Ram Prasad Chaudhary,Janata Dal,975835,513551,52.6,60299,11.7
1918,1989,Khammam,40,GEN,Andhra Pradesh,Jalagam Vengal Rao,Indian National Congress,1038053,813657,78.4,59252,7.3
1919,1989,Khandwa,34,GEN,Madhya Pradesh ,Amritlal (Mannibhai),Bharatiya Janta Party,868671,535120,61.6,89197,16.7
1920,1989,Khargone,35,GEN,Madhya Pradesh ,Rameshwar Pathidar,Bharatiya Janta Party,863948,520054,60.2,40898,7.9
1921,1989,Khed,41,SC,Maharashtra,Bankhele Kisanrao Baburao,Janata Dal,934837,560627,60,15796,2.8
1922,1989,Kheri,15,GEN,Uttar Pradesh ,Usha Verma,Indian National Congress,944231,451923,47.9,54386,12
1923,1989,Khunti,52,ST,Bihar ,Karia Munda,Bharatiya Janta Party,755724,343951,45.5,3785,1.1
1924,1989,Khurja,77,SC,Uttar Pradesh ,Bhagwan Dass,Janata Dal,961812,440063,45.8,47543,10.8
1925,1989,Kishanganj,23,GEN,Bihar ,M.J.Akbar,Indian National Congress,956458,559966,58.6,25991,4.6
1926,1989,Kodarma,45,GEN,Bihar ,Ritlal Prasad Verma,Bharatiya Janta Party,964011,548098,56.9,102294,18.7
1927,1989,Kokrajhar,5,ST,Assam,Data Not Available,-,0,0,0,0,0
1928,1989,Kolaba,3,GEN,Maharashtra,Antulay A. R.,Indian National Congress,938272,646172,68.9,115434,17.9
1929,1989,Kolar,10,GEN,Karnataka,Y.Ramakrishna,Indian National Congress,948842,702728,74.1,132602,18.9
1930,1989,Kolhapur,48,GEN,Maharashtra,Gaikwad Udaysingrao Nanasaheb,Indian National Congress,893490,529153,59.2,41128,7.8
1931,1989,Kopargaon,40,GEN,Maharashtra,Vikhe E.V.,Indian National Congress,858141,514804,60,121058,23.5
1932,1989,Koppal,4,SC,Karnataka,Basavaraj Patil,Janata Dal,1050963,679404,64.7,23088,3.4
1933,1989,Koraput,12,ST,Orissa,Gridhar Gamango,Indian National Congress,892137,371881,41.7,45453,12.2
1934,1989,Kota,14,GEN,Rajasthan,Dau Dayal Joshi,Bharatiya Janta Party,942409,546722,58,128640,23.5
1935,1989,Kottayam,13,GEN,Kerala,Ramesh Chennithala,Indian National Congress,890166,752839,84.6,53533,7.1
1936,1989,Krishnagar,11,GEN,West Bengal,Ajoy Mukherjee,Communist Party Of India (MARXIST),921468,761992,82.7,16153,2.1
1937,1989,Krishnagiri,14,GEN,Tamil Nadu,"Ramamoorthy, K.",Indian National Congress,958580,607181,63.3,201494,33.2
1938,1989,Kurnool,26,GEN,Andhra Pradesh,Kotla Vijay Bhaskara Reddy,Indian National Congress,968645,655434,67.7,110418,16.8
1939,1989,Kurukshetra,2,GEN,Haryana,Gurdial Singh Saini,Janata Dal,915880,615902,67.3,38188,6.2
1940,1989,Kutch,1,SC,Gujarat,Babu Bhai Meghji Shah,Bharatiya Janta Party,707040,407624,57.7,81564,20
1941,1989,Ladakh,4,GEN,Jammu & Kashmir,Mohd. Hassan,Independent,101738,87863,86.4,4539,5.2
1942,1989,Lakhimpur,14,GEN,Assam,Data Not Available,-,0,0,0,0,0
1943,1989,Lakshadweep,1,ST,Lakshadweep,P. M. Sayeed,Indian National Congress,30069,25555,85,1156,4.5
1944,1989,Lalganj,46,SC,Uttar Pradesh ,Ram Dhan,Janata Dal,1030631,508187,49.3,4082,0.8
1945,1989,Latur,35,GEN,Maharashtra,Patil Shivraj Vishwanath,Indian National Congress,979858,619738,63.3,43855,7.1
1946,1989,Lohardaga,53,ST,Bihar ,Sumati Oraon,Indian National Congress,825417,384083,46.5,39072,10.2
1947,1989,Lucknow,20,GEN,Uttar Pradesh ,Mandhata Singh,Janata Dal,1131139,335633,29.7,15296,4.6
1948,1989,Ludhiana,9,SC,Punjab,Rajinder Kaur Bulara,Shiromani Akali Dal (SIMRANJIT SINGH MANN),1135916,679799,59.9,133729,19.7
1949,1989,Machhlishahr,47,GEN,Uttar Pradesh ,Shiv Sharan Verma,Janata Dal,966628,446069,46.2,67184,15.1
1950,1989,Machilipatnam,12,GEN,Andhra Pradesh,Sambasivarao Kavuri,Indian National Congress,908538,700112,77.1,43489,6.2
1951,1989,Madhepura,21,GEN,Bihar ,Ramesh Kumar Yadav Ravi,Janata Dal,976967,673041,68.9,292948,43.5
1952,1989,Madhubani,13,GEN,Bihar ,Bhogendra Jha,Communist Party Of India,981067,558378,56.9,141366,25.3
1953,1989,Madras Central,2,GEN,Tamil Nadu,Anbarasu Era,Indian National Congress,1026829,623899,60.8,66406,10.6
1954,1989,Madras North,1,SC,Tamil Nadu,D. Pandian,Indian National Congress,1345150,819293,60.9,113771,13.9
1955,1989,Madras South,3,GEN,Tamil Nadu,Vyjayantimala Bali,Indian National Congress,1397773,834725,59.7,125844,15.1
1956,1989,Madurai,24,GEN,Tamil Nadu,A.G.S. Ram Babu,Indian National Congress,1137434,719677,63.3,213778,29.7
1957,1989,Mahabubnagar,29,GEN,Andhra Pradesh,Mallikarjun,Indian National Congress,1038379,689986,66.5,69778,10.1
1958,1989,Maharajganj,6,GEN,Bihar ,Chanrasbekhar,Janata Dal,1024013,591913,57.8,217318,36.7
1959,1989,Maharajganj,39,GEN,Uttar Pradesh ,Harsh Vardhan,Janata Dal,895669,519667,58,14990,2.9
1960,1989,Mahasamund,18,GEN,Madhya Pradesh ,Vidyacharan Shukla,Janata Dal,892973,553185,62,12894,2.3
1961,1989,Mahendragarh,7,GEN,Haryana,Birender Singh,Janata Dal,1057536,650168,61.5,3510,0.5
1962,1989,Mainpuri,69,GEN,Uttar Pradesh ,Udai Pratap Singh,Janata Dal,850967,460814,54.2,84291,18.3
1963,1989,Malda,7,GEN,West Bengal,Abul Barkat Ataul Ghani Khan Choudhury,Indian National Congress,900406,736351,81.8,29897,4.1
1964,1989,Malegaon,13,GEN,Maharashtra,Mahale Haribhau,Janata Dal,913648,475250,52,14054,3
1965,1989,Mandi,2,GEN,Himachal Pradesh,Maheshwar Singh,Bharatiya Janta Party,756145,470730,62.3,28069,6
1966,1989,Mandla,24,ST,Madhya Pradesh ,Mohan Lal,Indian National Congress,811764,378834,46.7,45235,11.9
1967,1989,Mandsaur,40,GEN,Madhya Pradesh ,Laxminarayan Pandey,Bharatiya Janta Party,993680,658382,66.3,102325,15.5
1968,1989,Mandvi,25,GEN,Gujarat,Ghamit Chhitubhai Devibhai,Indian National Congress,893665,434296,48.6,46139,10.6
1969,1989,Mandya,14,GEN,Karnataka,G.Made Gowda,Indian National Congress,962396,733580,76.2,74889,10.2
1970,1989,Mangaldoi,8,GEN,Assam,Data Not Available,-,0,0,0,0,0
1971,1989,Mangalore,17,GEN,Karnataka,Janardhana Poojary,Indian National Congress,923749,646156,70,91097,14.1
1972,1989,Manjeri,5,GEN,Kerala,Ebrahim Sulaiman Sait,Muslim Leage,1017274,811009,79.7,70282,8.7
1973,1989,Mathura,74,GEN,Uttar Pradesh ,Manvendra Singh,Janata Dal,935440,480088,51.3,37713,7.9
1974,1989,Mathurapur,16,GEN,West Bengal,Radhikaranjan Pramanik,Communist Party Of India (MARXIST),875184,739596,84.5,22632,3.1
1975,1989,Mavelikara,16,SC,Kerala,P. J. Kurien,Indian National Congress,840010,657992,78.3,57182,8.7
1976,1989,Mayiladuturai,29,SC,Tamil Nadu,Pakeer Mohamed Hajee E.S.M,Indian National Congress,910538,680108,74.7,101945,15
1977,1989,Mayurbhanj,1,GEN,Orissa,Bhagey Gobardhan,Janata Dal,815806,323586,39.7,22588,7
1978,1989,Medak,33,GEN,Andhra Pradesh,Bagareddy M.,Indian National Congress,1057204,736786,69.7,96096,13
1979,1989,Meerut,80,GEN,Uttar Pradesh ,Harish Pal,Janata Dal,970079,551883,56.9,122041,22.1
1980,1989,Mehsana,12,GEN,Gujarat,A.K.Patel,Bharatiya Janta Party,997389,666886,66.9,135330,20.3
1981,1989,Midnapore,32,GEN,West Bengal,Indrajit Gupta,Communist Party Of India,944374,760379,80.5,132320,17.4
1982,1989,Miryalguda,42,GEN,Andhra Pradesh,B.N.Reddy,Indian National Congress,1091124,816183,74.8,34995,4.3
1983,1989,Mirzapur,54,GEN,Uttar Pradesh ,Yusa Beg,Janata Dal,1031084,477366,46.3,82893,17.4
1984,1989,Misrikh,18,SC,Uttar Pradesh ,Ram Lal Rahi,Indian National Congress,882435,462471,52.4,86391,18.7
1985,1989,Mizoram,1,ST,Mizoram,C.Silvera,Indian National Congress,391700,228202,58.3,38822,17
1986,1989,Mohanlalganj,21,SC,Uttar Pradesh ,Sarju Prasad Saroj,Janata Dal,888330,410008,46.2,18176,4.4
1987,1989,Monghyr,32,GEN,Bihar ,Dhanraj Singh,Janata Dal,1015385,712863,70.2,55186,7.7
1988,1989,Moradabad,7,GEN,Uttar Pradesh ,Ghulam Mohd. Khan Haji,Janata Dal,949266,504312,53.1,81917,16.2
1989,1989,Morena,1,SC,Madhya Pradesh ,Chhaviram,Bharatiya Janta Party,993784,423484,42.6,87861,20.7
1990,1989,Mormugao,2,GEN,Goa,Faleiro Edurado Marthinho,Indian National Congress,400321,180708,45.1,22066,12.2
1991,1989,Motihari,3,GEN,Bihar ,Radha Mohan Singh,Bharatiya Janta Party,936758,551310,58.9,78111,14.2
1992,1989,Mukundapuram,10,GEN,Kerala,Savithri Lakshmanan,Indian National Congress,921201,759285,82.4,18754,2.5
1993,1989,Murshidabad,9,GEN,West Bengal,Masudal Hossain Syed,Communist Party Of India (MARXIST),986433,820706,83.2,56544,6.9
1994,1989,Muvattupuzha,12,GEN,Kerala,P. C. Thomas,Kerala Congress(M),895057,732761,81.9,68811,9.4
1995,1989,Muzaffarnagar,82,GEN,Uttar Pradesh ,Mufti Mohammad Sayeed,Janata Dal,920249,570608,62,158987,27.9
1996,1989,Muzaffarpur,10,GEN,Bihar ,George Farnandes,Janata Dal,981763,726622,74,285010,39.2
1997,1989,Mysore,16,GEN,Karnataka,Srikantadatta Narasimbharaj Wadeyar,Indian National Congress,1052491,733973,69.7,249364,34
1998,1989,Nabadwip,12,GEN,West Bengal,Asim Bala,Communist Party Of India (MARXIST),1074607,918063,85.4,52663,5.7
1999,1989,Nagaland,1,ST,Nagaland,Shikino Sam,Indian National Congress,813011,607429,74.7,123947,20.4
2000,1989,Nagapattinam,30,GEN,Tamil Nadu,"Selvarasu, M",Communist Party Of India,931916,700948,75.2,21523,3.1
2001,1989,Nagarkurnool,28,SC,Andhra Pradesh,Anatha Ramulu Mullu,Indian National Congress,1000322,705416,70.5,71174,10.1
2002,1989,Nagaur,25,GEN,Rajasthan,Nathu Ram Mirdha,Janata Dal,1070178,653477,61.1,190270,29.1
2003,1989,Nagercoil,39,GEN,Tamil Nadu,N.Dennis,Indian National Congress,952947,554825,58.2,78797,14.2
2004,1989,Nagpur,23,GEN,Maharashtra,Purhit Banwarilal Bhagwandas,Indian National Congress,1183672,726153,61.4,90000,12.4
2005,1989,Nainital,4,GEN,Uttar Pradesh ,Mahendra Singh Pal,Janata Dal,958516,507462,52.9,20448,4
2006,1989,Nalanda,34,GEN,Bihar ,Ram Saroop Prasad,Indian National Congress,1085349,709017,65.3,11212,1.6
2007,1989,Nalgonda,41,GEN,Andhra Pradesh,Chalilam Srinivasa Rao,Indian National Congress,1144127,784463,68.6,41850,5.3
2008,1989,Nanded,30,GEN,Maharashtra,Kabde Venkatesh Rukhmaji,Janata Dal,1065156,582495,54.7,24113,4.1
2009,1989,Nandurbar,15,GEN,Maharashtra,Gavit Mankrao Hodlya,Indian National Congress,885274,478898,54.1,106466,22.2
2010,1989,Nandyal,27,GEN,Andhra Pradesh,Bojja Venkata Reddy,Indian National Congress,1001172,711179,71,56262,7.9
2011,1989,Narasapur,10,GEN,Andhra Pradesh,Bhupatiraju Vijaya Kumar Raju,Telugu Desam,931902,682390,73.2,13802,2
2012,1989,Narasaraopet,17,GEN,Andhra Pradesh,Kasu Venkata Krishna Reddy,Indian National Congress,1138866,779017,68.4,65706,8.4
2013,1989,Nashik,12,ST,Maharashtra,Aher Daula Sonuji,Bharatiya Janta Party,1051786,576842,54.8,30653,5.3
2014,1989,Nawada,42,SC,Bihar ,Prem Pardeep,Communist Party Of India (MARXIST),1152371,658708,57.2,149602,22.7
2015,1989,Nellore,19,SC,Andhra Pradesh,Putchalapalli Penchalaiah,Indian National Congress,1064416,743196,69.8,71839,9.7
2016,1989,New Delhi,1,GEN,Delhi ,Lal Krishna Advani,Bharatiya Janta Party,429535,236126,55,31841,13.5
2017,1989,Nilgiris,18,GEN,Tamil Nadu,"Prabhu, R.",Indian National Congress,1105096,751196,68,173771,23.1
2018,1989,Nizamabad,34,GEN,Andhra Pradesh,Taduri Bala Goud,Indian National Congress,963180,674941,70.1,24099,3.6
2019,1989,Nowgong,10,GEN,Assam,Data Not Available,-,0,0,0,0,0
2020,1989,Nowrangpur,13,GEN,Orissa,Khagapati Pradhani,Indian National Congress,875147,380988,43.5,3452,0.9
2021,1989,Ongole,18,GEN,Andhra Pradesh,Rajamohana Reddy Mekapati,Indian National Congress,1107153,728716,65.8,97370,13.4
2022,1989,Osmanabad,36,GEN,Maharashtra,Kamble Arvind Tulshiram,Indian National Congress,865583,464667,53.7,150092,32.3
2023,1989,Ottapalam,8,GEN,Kerala,K. R. Narayanan,Indian National Congress,946025,722920,76.4,26187,3.6
2024,1989,Outer Delhi,3,GEN,Delhi ,Tarif Singh,Janata Dal,1574973,790764,50.2,52333,6.6
2025,1989,Outer Manipur,2,ST,Manipur,Meijinlung Kamson,Indian National Congress,616903,477354,77.4,125065,26.2
2026,1989,Padrauna,40,GEN,Uttar Pradesh ,Baleshar,Janata Dal,932266,481060,51.6,48281,10
2027,1989,Palamau,54,SC,Bihar ,Jaorwar Ram,Janata Dal,911225,391041,42.9,33396,8.5
2028,1989,Palani,22,GEN,Tamil Nadu,"Senapathi Gounder, A.",Indian National Congress,1033981,632454,61.2,80913,12.8
2029,1989,Palghat,7,GEN,Kerala,A. Vijayaraghavan,Communist Party Of India (MARXIST),957847,741859,77.5,1286,0.2
2030,1989,Pali,21,GEN,Rajasthan,Gumanmall Lodha,Bharatiya Janta Party,956388,542256,56.7,167328,30.9
2031,1989,Panaji,1,GEN,Goa,Gopal Mayokar,Maharashtrawadi Gomantak,333994,246357,73.8,15837,6.4
2032,1989,Pandharpur,38,SC,Maharashtra,Thorat Sandipan Bhagwan,Indian National Congress,979118,481585,49.2,218144,45.3
2033,1989,Panskura,29,SC,West Bengal,Gita Mukherjee,Communist Party Of India,862664,735702,85.3,126302,17.2
2034,1989,Parbhani,31,GEN,Maharashtra,Deshmukh Ashok Anandrao,Independent,928898,536267,57.7,66384,12.4
2035,1989,Parvathipuram,2,ST,Andhra Pradesh,Vijayaramaraju Satrucharla,Indian National Congress,809362,589546,72.8,42641,7.2
2036,1989,Patan,13,GEN,Gujarat,Chawada Khem Chandbhai Somabhai,Janata Dal,928054,504955,54.4,213054,42.2
2037,1989,Patiala,8,SC,Punjab,Atinderpal Singh,Independent,1017093,646981,63.6,81260,12.6
2038,1989,Patna,35,GEN,Bihar ,Shailendra Nath Srivastava,Bharatiya Janta Party,1173277,643303,54.8,21593,3.4
2039,1989,Peddapalli,36,SC,Andhra Pradesh,G.Venkat Swamy,Indian National Congress,1096253,679405,62,30635,4.5
2040,1989,Perambalur,28,GEN,Tamil Nadu,"Asokaraj, A.",All India Anna Dravida Munnetra Kazhagam,941568,680308,72.3,136176,20
2041,1989,Periyakulam,25,GEN,Tamil Nadu,"Mothiah, R.",All India Anna Dravida Munnetra Kazhagam,1015762,663502,65.3,221404,33.4
2042,1989,Phillaur,5,SC,Punjab,Harbhajan Lakha,Bahujan Samaj Party,1010117,606615,60.1,8124,1.3
2043,1989,Phulbani,15,GEN,Orissa,Nakul Nayak,Janata Dal,944347,557080,59,64541,11.6
2044,1989,Phulpur,55,GEN,Uttar Pradesh ,Ram Pujan Patel,Janata Dal,951231,517340,54.4,32501,6.3
2045,1989,Pilibhit,13,GEN,Uttar Pradesh ,Maneka Gandhi,Janata Dal,910250,495090,54.4,131220,26.5
2046,1989,Pollachi,21,GEN,Tamil Nadu,"Raja Ravi Varma, B.",All India Anna Dravida Munnetra Kazhagam,966256,647756,67,231309,35.7
2047,1989,Pondicherry,1,GEN,Pondicherry,P. Shanmugam,Indian National Congress,574557,383306,66.7,33312,8.7
2048,1989,Ponnani,6,GEN,Kerala,G. M. Banat Walia,Muslim Leage,991943,710929,71.7,107519,15.1
2049,1989,Porbandar,5,GEN,Gujarat,Manvar Balvantbhai Bachubhai,Janata Dal,844067,364359,43.2,67369,18.5
2050,1989,Pratapgarh,24,GEN,Uttar Pradesh ,Raja Dinesh Singh,Indian National Congress,937315,438501,46.8,4206,1
2051,1989,Pudukkottai,32,GEN,Tamil Nadu,"Sundaraja, N.",Indian National Congress,1054282,787854,74.7,271136,34.4
2052,1989,Pune,42,SC,Maharashtra,Gadgil Vitthalaro Narhar,Indian National Congress,1070901,687651,64.2,8181,1.2
2053,1989,Puri,8,SC,Orissa,Nilamani Routray,Janata Dal,941735,627370,66.6,139572,22.2
2054,1989,Purnea,24,GEN,Bihar ,Taslimudin,Janata Dal,923058,575046,62.3,54557,9.5
2055,1989,Purulia,34,GEN,West Bengal,Chitta Ranjan Mahata,All India Forward Bloc,892696,690012,77.3,138895,20.1
2056,1989,Quilon,18,GEN,Kerala,S. Krishnakumar,Indian National Congress,951856,775045,81.4,27462,3.5
2057,1989,Rae Bareli,23,GEN,Uttar Pradesh ,Sheila Kaul,Indian National Congress,958439,492021,51.3,83779,17
2058,1989,Raichur,3,GEN,Karnataka,R.Ambanna Naik Dore,Indian National Congress,989671,532963,53.9,88922,16.7
2059,1989,Raiganj,5,GEN,West Bengal,Golam Yazdani,Indian National Congress,994246,763803,76.8,2899,0.4
2060,1989,Raigarh,13,ST,Madhya Pradesh ,Nand Kumar Sai,Bharatiya Janta Party,810049,455799,56.3,21010,4.6
2061,1989,Raipur,17,GEN,Madhya Pradesh ,Ramesh Bais,Bharatiya Janta Party,888021,520823,58.7,84479,16.2
2062,1989,Rajahmundry,8,GEN,Andhra Pradesh,Jamuna,Indian National Congress,972851,737739,75.8,58322,7.9
2063,1989,Rajampet,22,GEN,Andhra Pradesh,Annaiahgari Sai Prathap,Indian National Congress,945601,678195,71.7,38423,5.7
2064,1989,Rajapur,1,ST,Maharashtra,Madhu Dandavate,Janata Dal,741195,469081,63.3,42370,9
2065,1989,Rajgarh,32,GEN,Madhya Pradesh ,Pyarela Khandelwar,Bharatiya Janta Party,900674,555194,61.6,67424,12.1
2066,1989,Rajkot,4,GEN,Gujarat,Vekaria Shivlal Nagibhai,Bharatiya Janta Party,1092514,524709,48,194426,37.1
2067,1989,Rajmahal,26,ST,Bihar ,Simon Marandi,Jharkhand Mukti Morcha,829017,468809,56.6,166415,35.5
2068,1989,Rajnandgaon,22,GEN,Madhya Pradesh ,Dharam Pal Gupta,Bharatiya Janta Party,829486,508718,61.3,70194,13.8
2069,1989,Ramanathapuram,34,GEN,Tamil Nadu,"Rajeshwaran, V.",Indian National Congress,1035028,634121,61.3,179544,28.3
2070,1989,Rampur,8,GEN,Uttar Pradesh ,Zulfiqar Ali Khan,Indian National Congress,972113,520393,53.5,10792,2.1
2071,1989,Ramtek,22,ST,Maharashtra,P.V. Narsimharao,Indian National Congress,897196,580972,64.8,34470,5.9
2072,1989,Ranchi,49,GEN,Bihar ,Subodh Kant Sahay,Janata Dal,925104,477706,51.6,14986,3.1
2073,1989,Rasipuram,15,GEN,Tamil Nadu,"Devarajan, B.",Indian National Congress,1009869,639205,63.3,251975,39.4
2074,1989,Ratnagiri,2,GEN,Maharashtra,Nikam Govind Sawaji,Indian National Congress,764262,505975,66.2,18488,3.7
2075,1989,Rewa,9,GEN,Madhya Pradesh ,Yamuna Prasad Shastri,Janata Dal,1058365,536920,50.7,74756,13.9
2076,1989,Robertsganj,53,SC,Uttar Pradesh ,Subedar,Bharatiya Janta Party,1038263,490124,47.2,84987,17.3
